Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 2995 от 22.01.2022, ТС: Chevrolet Cruze гос. номер: Т467ХЕ72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 2996 от 22.01.2022, ТС: Daewoo Nexia гос. номер: О589НА72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3008 от 24.01.2022, ТС: Toyota LАND СRUISЕR 200 гос. номер:В634КУ186;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3021 от 25.01.2022, ТС: Toyota Camry гос. номер: С933МУ72;;;;;
Диагнстика ЭСУД;1 200,000;1;1 200,000;0,00;0,00
Итого;1 200,000;;1 200,000;;0,00
Заказ-наряд №: 3026 от 25.01.2022, ТС: LADA VESTA GFK 110 гос. номер:Е173ЕН797;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3027 от 25.01.2022, ТС: Toyota LАND СRUISЕR 200 гос. номер:В729ХТ89;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3029 от 25.01.2022, ТС: LADA GFL 110 VESTA гос. номер:М710ЕН797;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3030 от 25.01.2022, ТС: ВАЗ Гранта гос. номер: Т140ЕХ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3040 от 26.01.2022, ТС: LADA GFL 110 VESTA гос. номер:М710ЕН797;;;;;
Замена свечей зажигания 4 цилиндр. ДВС;400,000;1;400,000;0,00;0,00
Итого;400,000;;400,000;;0,00
Заказ-наряд №: 3041 от 26.01.2022, ТС: Kia Sorento гос. номер: Т649РР72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Электротехнические работы;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3044 от 04.04.2022, ТС: Chevrolet КL1Т АVЕО гос. номер: Т896СО56;;;;;
Компъютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Проверка электроцепи и сигнала ДПРВ осциллографом;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3043 от 26.01.2022, ТС: Hyundai Accent гос. номер: Н185ЕР18;;;;;
Регулировка трапеции дворников;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 3046 от 26.01.2022, ТС: LADA VESTA GFK 110 гос. номер:М094ЕУ797;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Замена свечей;400,000;1;400,000;0,00;0,00
Итого;1 400,000;;1 400,000;;0,00
Заказ-наряд №: 3050 от 26.01.2022, ТС: Audi A4 гос. номер: М082СК196;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Проверка электропроводки ДСК - Блок АВС;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3051 от 26.01.2022, ТС: Toyota PRADO 120 гос. номер: О070МР72;;;;;
Разборка сборка генератора;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3057 от 26.01.2022, ТС: Hyundai Solaris гос. номер: Р970УВ72;;;;;
Диагностика;1 000,000;1;1 000,000;0,00;0,00
Замена катушки зажигания;300,000;1;300,000;0,00;0,00
Итого;1 300,000;;1 300,000;;0,00
Заказ-наряд №: 3060 от 27.01.2022, ТС: ВАЗ Веста гос. номер: Т544ЕР72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3077 от 28.01.2022, ТС: Mazda BT-50 гос. номер: У392НН72;;;;;
Профилактические работы  контактов;300,000;1;300,000;0,00;0,00
Итого;300,000;;300,000;;0,00
Заказ-наряд №: 3081 от 28.01.2022, ТС: ВАЗ 2112 гос. номер: ;;;;;
Электротехнические работы;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3085 от 28.01.2022, ТС: Toyota Corolla гос. номер: К284РВ72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3086 от 28.01.2022, ТС: Mazda BT-50 гос. номер: У392НН72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3096 от 29.01.2022, ТС: Mitsubishi Pajero Sport гос. номер:Р840РВ72;;;;;
Промывка форсунок;2 250,000;1;2 250,000;0,00;0,00
Профилактичческие работы датчика;2 000,000;1;2 000,000;0,00;0,00
Итого;4 250,000;;4 250,000;;0,00
Заказ-наряд №: 3100 от 30.01.2022, ТС: Kia Rio гос. номер: У196НК72;;;;;
Диагностика ДС;1 000,000;1;1 000,000;0,00;0,00
Свечизажигания-снятие/установка;400,000;1;400,000;0,00;0,00
Итого;1 400,000;;1 400,000;;0,00
Заказ-наряд №: 3105 от 30.01.2022, ТС: Daewoo Nexia гос. номер: К935ЕТ45;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Замена датчика температуры;300,000;1;300,000;0,00;0,00
Замена лампочек;1 000,000;1;1 000,000;0,00;0,00
Итого;2 300,000;;2 300,000;;0,00
Заказ-наряд №: 3106 от 30.01.2022, ТС: Шкода Октавия гос. номер: Т817ХР72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3108 от 30.01.2022, ТС: Kia Ceed гос. номер: К389МА186;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3109 от 30.01.2022, ТС: Hyundai Solaris гос. номер: У785МР72;;;;;
Профилактические работы гнезда (патрона) задней правой  лампочки;300,000;1;300,000;0,00;0,00
Итого;300,000;;300,000;;0,00
Заказ-наряд №: 3110 от 30.01.2022, ТС: ВАЗ ВАЗ 111730 гос. номер: С878РО72;;;;;
Осмотр;0,000;1;0,000;0,00;0,00
Итого;0,000;;0,000;;0,00
Заказ-наряд №: 3137 от 01.02.2022, ТС: ВАЗ Нива Шевроле гос. номер: У343ВО89;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Замена ДМРВ;500,000;1;500,000;0,00;0,00
Замена лампочки ПТФ;400,000;1;400,000;0,00;0,00
Замена модуля и свечей с профилактическими работами;1 500,000;1;1 500,000;0,00;0,00
Итого;3 400,000;;3 400,000;;0,00
Заказ-наряд №: 3139 от 01.02.2022, ТС: ВАЗ 2112 гос. номер: А254УХ196;;;;;
Замена бампера переднего;1 000,000;1;1 000,000;0,00;0,00
Пдключение ксенона;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3144 от 02.02.2022, ТС: Opel Insignia гос. номер: К845ЕХ196;;;;;
Ремонт Вебасты;5 000,000;1;5 000,000;0,00;0,00
Чистка Помпы Вебасты;1 000,000;1;1 000,000;0,00;0,00
Итого;6 000,000;;6 000,000;;0,00
Заказ-наряд №: 3153 от 02.02.2022, ТС: LADA VESTA гос. номер: Х276ЕТ797;;;;;
Диагнотика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Дросель С/У;500,000;1;500,000;0,00;0,00
Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 3155 от 02.02.2022, ТС: LADA Granta гос. номер: Р457МР45;;;;;
Замена лампы ДХО;100,000;1;100,000;0,00;0,00
Итого;100,000;;100,000;;0,00
Заказ-наряд №: 3156 от 02.02.2022, ТС: ДЖИП GRAND CHEROKEE гос. номер:О699УХ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Проверка стартера;500,000;1;500,000;0,00;0,00
Разборка дефектовка сборка стартера;500,000;1;500,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3159 от 02.02.2022, ТС: Kia Cerato гос. номер: Н922СМ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3160 от 02.02.2022, ТС: ВАЗ X-REY гос. номер: С581ОУ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Замена свечей;400,000;1;400,000;0,00;0,00
Итого;1 400,000;;1 400,000;;0,00
Заказ-наряд №: 3161 от 12.02.2022, ТС: Toyota Hilux Pick Up гос. номер: 777;;;;;
Куплена  по терминалу незамерзайка;0,000;1;0,000;0,00;0,00
Итого;0,000;;0,000;;0,00
Заказ-наряд №: 3162 от 02.02.2022, ТС: ГАЗ Некст гос. номер: М269АМ159;;;;;
Диагностика;1 000,000;1;1 000,000;0,00;0,00
Замена лампочек;450,000;1;450,000;0,00;0,00
Ремонт электропроводки дворников;1 500,000;1;1 500,000;0,00;0,00
Ремонт электропроводки задних фонарей;2 000,000;1;2 000,000;0,00;0,00
Итого;4 950,000;;4 950,000;;0,00
Заказ-наряд №: 3164 от 02.02.2022, ТС: Nissan X-Trail гос. номер: У654РТ56;;;;;
Диагнстика ЭСУД;600,000;1;600,000;0,00;0,00
Итого;600,000;;600,000;;0,00
Заказ-наряд №: 3173 от 04.02.2022, ТС: Nissan Almera гос. номер: Т787ММ72;;;;;
Замена лампочки подсветки номера;400,000;1;400,000;0,00;0,00
Замена хомута на шланге ГУР;150,000;1;150,000;0,00;0,00
Ремонт электропроводки;450,000;1;450,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3175 от 08.02.2022, ТС: Nissan X-Trail гос. номер: У654РТ56;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3176 от 04.02.2022, ТС: Opel Corsa гос. номер: Р641ТХ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Лампа заднего сигнала поворота;300,000;1;300,000;0,00;0,00
Ремонт заднего левого фонаря;1 800,000;1;1 800,000;0,00;0,00
Ремонт электроцепей сигнализации;2 500,000;1;2 500,000;0,00;0,00
лампа стоп сигнал;100,000;1;100,000;0,00;0,00
Итого;5 700,000;;5 700,000;;0,00
Заказ-наряд №: 3177 от 04.02.2022, ТС: Toyota Avensis гос. номер: А405МО89;;;;;
Профилактические работы по Вебасте;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3179 от 16.02.2022, ТС: BMW 116I гос. номер: М611ТМ86;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3184 от 04.02.2022, ТС: Lexus LS460 L гос. номер: C499HH89;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3192 от 04.02.2022, ТС: Mercedes-Benz G500 гос. номер: у 813 ср 72;;;;;
Компютерная диагностика поиск неисправности;1 000,000;1;1 000,000;0,00;0,00
Проверка электроцепей кузовного блока и ремонт;3 000,000;1;3 000,000;0,00;0,00
Ремонт педали акселератора газа;4 000,000;1;4 000,000;0,00;0,00
Итого;8 000,000;;8 000,000;;0,00
Заказ-наряд №: 3195 от 05.02.2022, ТС: Mercedes-Benz GL 500 4MA гос. номер:T175EC72;;;;;
Диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3200 от 05.02.2022, ТС: Toyota Corolla гос. номер: С684МТ72;;;;;
Диагностика ЭСуД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3201 от 05.02.2022, ТС: Mazda 6 гос. номер: Р043УР102;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3202 от 05.02.2022, ТС: Renault Duster гос. номер: Т376СР72;;;;;
Промывка форсунок;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3208 от 06.02.2022, ТС: ГАЗ Некст гос. номер: М269АМ159;;;;;
Замена фонарей подсветки номерного знака;500,000;1;500,000;0,00;0,00
Ремонт электропроводки фонарей подсветки номерного знака;500,000;1;500,000;0,00;0,00
Снятие усмтановка фонаря переднего левого;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3209 от 06.02.2022, ТС: Toyota Camry гос. номер: Н271РС174;;;;;
Снятие блока ЭРА-Глонасс;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3210 от 06.02.2022, ТС: Kia Sorento гос. номер: Т649РР72;;;;;
Электротехнические работы;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3213 от 06.02.2022, ТС: Toyota Hilux Pick Up гос. номер: 777;;;;;
Диагностика;1 000,000;1;1 000,000;0,00;0,00
Замена лампочек;500,000;1;500,000;0,00;0,00
Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 3214 от 06.02.2022, ТС: BMW X6 гос. номер: К050РХ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3215 от 06.02.2022, ТС: RENO SANDERO гос. номер: Р976ТН72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3216 от 10.02.2022, ТС: Mercedes-Benz WDB A140 E гос. номер:Е623ОХ72;;;;;
Блок  селектора с/у, разборка, сборка и пропайка;4 000,000;1;4 000,000;0,00;0,00
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Проверка датчика наружной температуры,датчика давления хладагента;1 000,000;1;1 000,000;0,00;0,00
Проверка модуля зажигания компрессии целиндра;1 000,000;1;1 000,000;0,00;0,00
Проверка резистора печки со снятием;700,000;1;700,000;0,00;0,00
Итого;7 700,000;;7 700,000;;0,00
Заказ-наряд №: 3217 от 12.02.2022, ТС: Chevrolet Captiva гос. номер: Т486ХН86;;;;;
АКБ- Замена;500,000;1;500,000;0,00;0,00
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Замана сирены сигнализации;400,000;1;400,000;0,00;0,00
Замена лампочек дополнительного тормоза на задней двери;500,000;1;500,000;0,00;0,00
Замена лампочки ПТФ правая;500,000;1;500,000;0,00;0,00
Замена лампочки подсветки номера;150,000;1;150,000;0,00;0,00
Заправка кондиционера;1 700,000;1;1 700,000;0,00;0,00
Поиск неисправности электроцепи стеклоподьемников;1 200,000;1;1 200,000;0,00;0,00
Проверка моторчиков Омывателя;1 000,000;1;1 000,000;0,00;0,00
Ремонт брелка сигнализации;400,000;1;400,000;0,00;0,00
Снятие ЭРО-Глонасс;1 000,000;1;1 000,000;0,00;0,00
Итого;8 350,000;;8 350,000;;0,00
Заказ-наряд №: 3220 от 22.02.2022, ТС: ДЖИП GRAND CHEROKEE гос. номер:О699УХ72;;;;;
Диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3222 от 08.12.2022, ТС: Toyota Highlander гос. номер: М895ХК86;;;;;
Компютерная диагностика поиск неисправности;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3247 от 08.02.2022, ТС: LADA GFL 110 VESTA гос. номер: Х268ЕТ797;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3249 от 08.02.2022, ТС: LADA VESTA GFK 110 гос. номер:М213ЕР797;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Профилактические работы жгутов соединения;2 000,000;1;2 000,000;0,00;0,00
Итого;3 000,000;;3 000,000;;0,00
Заказ-наряд №: 3252 от 08.02.2022, ТС: Peugeot 207 гос. номер: Н815УН72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3254 от 08.02.2022, ТС: LADA  GRАNТА 219010 гос. номер:А007ТМ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3256 от 11.02.2022, ТС: Geely МК-CROSS гос. номер: Т987НВ45;;;;;
Дефектовка и ремонт стартера;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3260 от 09.02.2022, ТС: ВАЗ 2131 4x4 Нива гос. номер: А221МН 89;;;;;
Замена датчика детонации;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 3262 от 09.02.2022, ТС: ВАЗ Веста гос. номер: Т544ЕР72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3264 от 09.02.2022, ТС: ВАЗ 2131 4x4 Нива гос. номер: А221МН 89;;;;;
Диагностика;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 3266 от 09.02.2022, ТС: BMW 116I гос. номер: У485РР72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3286 от 12.02.2022, ТС: Skoda Octavia гос. номер: Н254МО72;;;;;
Замена лампочки ХДО передней правой;150,000;1;150,000;0,00;0,00
Итого;150,000;;150,000;;0,00
Заказ-наряд №: 3287 от 15.02.2022, ТС: Ford Focus гос. номер: С477КР 45;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Проверка АКБ-замена;300,000;1;300,000;0,00;0,00
Проверка системы  стеклоочистителя,перестановка дворников;1 000,000;1;1 000,000;0,00;0,00
Проверка электроцепей ЭБУ задней левой  двери, ремонт;3 000,000;1;3 000,000;0,00;0,00
Проверка электроцепей аудиосистемы, ремонт;1 000,000;1;1 000,000;0,00;0,00
Прозвонка электроцепей реле стартера, поитск КЗ блока предохран.моторного отсека,ремонт;3 500,000;1;3 500,000;0,00;0,00
Итого;9 800,000;;9 800,000;;0,00
Заказ-наряд №: 3294 от 11.02.2022, ТС: Инфинити FA37 гос. номер: О359ЕС159;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3297 от 11.02.2022, ТС: Kia Rio гос. номер: У729РТ777;;;;;
Ремонт электропроводки;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3300 от 11.02.2022, ТС: Lexus LS460 L гос. номер: C499HH89;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3301 от 13.02.2022, ТС: Chevrolet NIVA гос. номер: О041ХС86;;;;;
Привод стартера ( Бендикс ) LADA 2123  / 4x4 / Chevrolet Niva - снятие установка;700,000;1;700,000;0,00;0,00
Электротехнические работы;2 000,000;1;2 000,000;0,00;0,00
Итого;2 700,000;;2 700,000;;0,00
Заказ-наряд №: 3305 от 12.02.2022, ТС: Renault Logan гос. номер: У581СМ72;;;;;
Диагностика ЭСУД;900,000;1;900,000;0,00;0,00
Итого;900,000;;900,000;;0,00
Заказ-наряд №: 3308 от 13.02.2022, ТС: ВАЗ 21124 гос. номер: Р556НА 45;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Электротехнические работы по бензонасосу;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 3310 от 12.02.2022, ТС: Skoda Rapid гос. номер: В848ХЕ178;;;;;
Замена лампы головного освещения;100,000;1;100,000;0,00;0,00
Итого;100,000;;100,000;;0,00
Заказ-наряд №: 3312 от 12.02.2022, ТС: Mercedes-Benz ML-Class гос. номер:У885КН72;;;;;
Бампер передний - снятие/установка;1 500,000;1;1 500,000;0,00;0,00
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;2 500,000;;2 500,000;;0,00
Заказ-наряд №: 3317 от 13.02.2022, ТС: ЛАДА ПРИОРА 217230 гос. номер: У781ТХ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3318 от 13.02.2022, ТС: ВАЗ 21099 гос. номер: А759ОЕ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Замена ручек двери;2 000,000;1;2 000,000;0,00;0,00
Итого;3 000,000;;3 000,000;;0,00
Заказ-наряд №: 3330 от 16.02.2022, ТС: Toyota Camry гос. номер: Р633МУ71;;;;;
Диффектовка генератора;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 3331 от 15.02.2022, ТС: Kia Ceed гос. номер: В194КТ186;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Свечизажигания-замена;400,000;1;400,000;0,00;0,00
Итого;1 400,000;;1 400,000;;0,00
Заказ-наряд №: 3334 от 10.02.2022, ТС: Lexus LS460 L гос. номер: C499HH89;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Инициализация Vers;1 000,000;1;1 000,000;0,00;0,00
Проверка электроцепей системы VERS и ремонт;4 000,000;1;4 000,000;0,00;0,00
Итого;6 000,000;;6 000,000;;0,00
Заказ-наряд №: 3336 от 23.02.2022, ТС: Hyundai Solaris гос. номер: Т657ЕХ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3338 от 16.02.2022, ТС: УАЗ 390945 гос. номер: Х602ХК174;;;;;
Ремонт(восстановление)электропроводки задних фонарей;4 000,000;1;4 000,000;0,00;0,00
Фонарь задний-замена;1 000,000;1;1 000,000;0,00;0,00
Итого;5 000,000;;5 000,000;;0,00
Заказ-наряд №: 3340 от 23.02.2022, ТС: Kia Rio гос. номер: ;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3342 от 15.02.2022, ТС: Audi A4 гос. номер: М082СК196;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3343 от 19.02.2022, ТС: Hyundai Solaris гос. номер: А183СТ197;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3344 от 17.02.2022, ТС: Kia Optima гос. номер: А383ТА197;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3345 от 19.02.2022, ТС: Hyundai Elantra гос. номер: Н793ХС197;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3346 от 26.02.2022, ТС: Hyundai Sonata гос. номер: Н430ХС197;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Проверка электроцепей  ДК2;1 000,000;1;1 000,000;0,00;0,00
Ремонт электропроводки;4 000,000;1;4 000,000;0,00;0,00
Итого;6 000,000;;6 000,000;;0,00
Заказ-наряд №: 3347 от 19.02.2022, ТС: Audi A6 гос. номер: О903ОО199;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3348 от 19.02.2022, ТС: Hyundai i40 гос. номер: Т190УТ77;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3349 от 17.02.2022, ТС: Nissan X-Trail гос. номер: Н622КР197;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3350 от 16.02.2022, ТС: Toyota Corolla гос. номер: У005НТ72;;;;;
Дефектовка и замена щеток;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3355 от 16.02.2022, ТС: Toyota Hilux Pick Up гос. номер: 777;;;;;
Ремонт антены;700,000;1;700,000;0,00;0,00
Итого;700,000;;700,000;;0,00
Заказ-наряд №: 3362 от 16.02.2022, ТС: Mitsubishi Lancer гос. номер: С090РХ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 3363 от 16.02.2022, ТС: Toyota Hilux Pick Up гос. номер: 777;;;;;
Электротехнические работы;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 3379 от 09.03.2022, ТС: Opel Insignia гос. номер: У806РМ72;;;;;
Диагностика ЭСУД;1 000,000;1;1 000,000;0,00;0,00
Ремонт ремня системы безопасности водительской стороны;2 000,000;1;2 000,000;0,00;0,00
Итого;3 000,000;;3 000,000;;0,00
Заказ-наряд №: 3380 от 18.02.2022, ТС: Datsun On-Do гос. номер: С193ЕМ72;;;;;
Диагностика;1 000,000;1;1 000,000;0,00;0,00
Свечизажигания-снятие/установка;400,000;1;400,000;0,00;0,00
Итого;1 400,000;;1 400,000;;0,00
Заказ-наряд №: 3381 от 18.02.2022, ТС: Toyota Hilux Pick Up гос. номер: 777;;;;;
Замена датчика кислорода;600,000;1;600,000;0,00;0,00
Итого;600,000;;600,000;;0,00
Заказ-наряд №: 3382 от 18.02.2022, ТС: Kia Rio гос. номер: Р830ТР72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Замена катушки зажигания;200,000;1;200,000;0,00;0,00
Свечизажигания-снятие/установка;400,000;1;400,000;0,00;0,00
Итого;1 600,000;;1 600,000;;0,00
Заказ-наряд №: 3384 от 18.02.2022, ТС: Mazda CX-5 гос. номер: С602КУ72;;;;;
Разведение задних колодок;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
